timestamp,temperature,co,co2,power,device
2025-10-25T11:16:50.342420,4.996714153011233,2.831440634333706,427.61768766675027,139.8012636463169,refrigerator
2025-10-25T11:17:50.342420,4.361735698828816,3.0867369287426625,428.79299847364933,138.92735234189058,refrigerator
2025-10-25T11:18:50.342420,5.1476885381006925,2.5905107793518534,443.93134822142827,152.20282896417717,refrigerator
2025-10-25T11:19:50.342420,6.023029856408026,1.8515840260220768,454.5768658605355,129.23320872528987,refrigerator
2025-10-25T11:20:50.342420,4.265846625276664,2.6998439758763206,422.5249515727477,132.374807608534,refrigerator
2025-10-25T11:21:50.342420,4.265863043050819,2.1743215531040856,445.0026982384837,150.3630289207248,refrigerator
2025-10-25T11:22:50.342420,6.0792128155073915,2.2356916591251217,444.7375214348258,-62.73406285254774,refrigerator
2025-10-25T11:23:50.342420,5.2674347291529084,2.7931820093775466,463.8833777820845,149.0053307733159,refrigerator
2025-10-25T11:24:50.342420,4.030525614065048,3.119141535716818,446.14978188287137,156.9943598300871,refrigerator
2025-10-25T11:25:50.342420,5.042560043585965,2.510635788368031,453.8298898474093,135.98204973058367,refrigerator
2025-10-25T11:26:50.342420,4.036582307187538,2.654416506299482,451.41257140087464,146.81362326575305,refrigerator
2025-10-25T11:27:50.342420,4.0342702464297435,3.351107472317619,428.69433520192797,128.46307718660142,refrigerator
2025-10-25T11:28:50.342420,4.741962271566035,2.6203765897442843,457.68207216631737,147.5473329806781,refrigerator
2025-10-25T11:29:50.342420,2.586719755342202,3.800841557090197,452.1539650545629,141.99423985986766,refrigerator
2025-10-25T11:30:50.342420,2.7750821674869672,2.782754822815772,455.0826863967459,144.73038282160215,refrigerator
2025-10-25T11:31:50.342420,3.937712470759027,1.619618620422091,489.26237706436325,133.54427927964605,refrigerator
2025-10-25T11:32:50.342420,3.4871688796655764,2.876670810552266,429.1588706050141,123.38916584432828,refrigerator
2025-10-25T11:33:50.342420,4.814247332595274,2.6905791924413887,467.2469664976111,145.03252064749506,refrigerator
2025-10-25T11:34:50.342420,3.591975924478789,3.144876377041373,447.12552480599646,119.36596847520545,refrigerator
2025-10-25T11:35:50.342420,3.0876962986647083,2.8365906756349792,452.8732890440301,136.82649507757466,refrigerator
2025-10-25T11:36:50.342420,5.965648768921554,2.430772008008113,449.54487754698755,149.4118186641997,refrigerator
2025-10-25T11:37:50.342420,4.274223699513464,1.887850881855317,445.75763666601955,141.91897735873036,refrigerator
2025-10-25T11:38:50.342420,4.567528204687924,2.3954883713569872,444.3016707176124,159.48342644789813,refrigerator
2025-10-25T11:39:50.342420,3.075251813786543,2.07473977289535,453.2950873557301,150.25109152581774,refrigerator
2025-10-25T11:40:50.342420,3.9556172754748173,2.2097382750976386,434.82826303328324,133.46101611674425,refrigerator
2025-10-25T11:41:50.342420,4.610922589709866,2.794289202210305,457.50579167521767,140.27313379851438,refrigerator
2025-10-25T11:42:50.342420,3.3490064225776974,3.334952252175703,445.83805595114745,139.52629297455564,refrigerator
2025-10-25T11:43:50.342420,4.8756980183456715,2.6973357649114904,438.6993066095964,124.17823236653872,refrigerator
2025-10-25T11:44:50.342420,3.8993613100811952,1.9020584689824078,445.49987142004187,130.59601083515648,refrigerator
2025-10-25T11:45:50.342420,4.208306250206723,2.72230133411007,462.57149216862575,134.3923909302014,refrigerator
2025-10-25T11:46:50.342420,3.898293387770603,3.0983157433228254,444.6466491298378,119.63779497144063,refrigerator
2025-10-25T11:47:50.342420,6.352278184508938,2.195108547840309,453.5845361820962,140.47493468251642,refrigerator
2025-10-25T11:48:50.342420,4.486502775262066,2.4329914166635414,442.6904372428453,137.5092815534696,refrigerator
2025-10-25T11:49:50.342420,3.4422890710440996,2.5073440973645984,457.5792184992362,123.27106098688427,refrigerator
2025-10-25T11:50:50.342420,5.322544912103189,2.10755084345888,456.85507738790204,144.04212865277333,refrigerator
2025-10-25T11:51:50.342420,3.2791563500289778,2.8241402169219296,468.48608833296413,147.1587274469096,refrigerator
2025-10-25T11:52:50.342420,4.708863595004756,2.4395259256961093,448.24436054500785,142.27034478864888,refrigerator
2025-10-25T11:53:50.342420,2.540329876120224,2.709766221953514,456.6865480475791,136.7593182479103,refrigerator
2025-10-25T11:54:50.342420,3.1718139511015693,2.05625391109895,450.9806753953894,145.91442151751855,refrigerator
2025-10-25T11:55:50.342420,4.6968612358691235,2.281270849838295,462.95871781863013,146.8022036047669,refrigerator
2025-10-25T11:56:50.342420,5.238466579995411,2.8611906789138857,442.8116761239127,143.07403569719688,refrigerator
2025-10-25T11:57:50.342420,4.67136828118997,2.3135834239541166,457.4500531287728,131.7538774956524,refrigerator
2025-10-25T11:58:50.342420,4.38435171761176,3.3634819256167026,448.0530270388332,142.76600765511182,refrigerator
2025-10-25T11:59:50.342420,4.198896304410711,2.300181907192699,449.35811822891503,151.9548065082548,refrigerator
2025-10-25T12:00:50.342420,3.0214780096325726,2.612342362875943,450.91752484448375,134.0337094138827,refrigerator
2025-10-25T12:01:50.342420,3.7801557916052912,2.966295415936545,452.5224039642668,160.97939339132432,refrigerator
2025-10-25T12:02:50.342420,4.039361229040212,1.7908171335334842,448.83770956878044,134.74369066014614,refrigerator
2025-10-25T12:03:50.342420,5.557122226218915,1.619595594009612,452.1471318317053,195.9924440574678,refrigerator
