timestamp,temperature,co,co2,power,device
2025-10-25 11:16:50.519341,85.49671415301123,5.831440634333706,477.61768766675027,899.8012636463169,microwave
2025-10-25 11:17:50.519341,84.86173569882881,6.0867369287426625,478.79299847364933,898.9273523418906,microwave
2025-10-25 11:18:50.519341,85.6476885381007,5.590510779351853,493.93134822142827,912.2028289641771,microwave
2025-10-25 11:19:50.519341,86.52302985640803,4.851584026022077,504.5768658605355,889.2332087252898,microwave
2025-10-25 11:20:50.519341,84.76584662527667,5.699843975876321,472.5249515727477,892.3748076085341,microwave
2025-10-25 11:21:50.519341,84.76586304305081,5.174321553104085,495.0026982384837,910.3630289207248,microwave
2025-10-25 11:22:50.519341,86.57921281550739,5.235691659125122,494.7375214348258,-418.4206757639467,microwave
2025-10-25 11:23:50.519341,85.76743472915291,5.793182009377547,513.8833777820845,909.0053307733159,microwave
2025-10-25 11:24:50.519341,84.53052561406504,6.1191415357168175,496.14978188287137,916.9943598300871,microwave
2025-10-25 11:25:50.519341,85.54256004358596,5.510635788368031,503.8298898474093,895.9820497305836,microwave
2025-10-25 11:26:50.519341,84.53658230718754,5.654416506299482,501.41257140087464,906.8136232657531,microwave
2025-10-25 11:27:50.519341,84.53427024642974,6.351107472317619,478.69433520192797,888.4630771866014,microwave
2025-10-25 11:28:50.519341,85.24196227156604,5.620376589744284,507.68207216631737,907.5473329806781,microwave
2025-10-25 11:29:50.519341,83.0867197553422,6.800841557090197,502.1539650545629,901.9942398598677,microwave
2025-10-25 11:30:50.519341,83.27508216748697,5.782754822815772,505.0826863967459,904.7303828216021,microwave
2025-10-25 11:31:50.519341,84.43771247075902,4.6196186204220915,539.2623770643632,893.544279279646,microwave
2025-10-25 11:32:50.519341,83.98716887966557,5.876670810552266,479.1588706050141,883.3891658443283,microwave
2025-10-25 11:33:50.519341,85.31424733259527,5.690579192441389,517.2469664976111,905.0325206474951,microwave
2025-10-25 11:34:50.519341,84.09197592447879,6.144876377041372,497.12552480599646,879.3659684752055,microwave
2025-10-25 11:35:50.519341,83.58769629866471,5.836590675634979,502.8732890440301,896.8264950775747,microwave
2025-10-25 11:36:50.519341,86.46564876892155,5.430772008008113,499.54487754698755,909.4118186641997,microwave
2025-10-25 11:37:50.519341,84.77422369951347,4.887850881855317,495.75763666601955,901.9189773587303,microwave
2025-10-25 11:38:50.519341,85.06752820468792,5.395488371356987,494.3016707176124,919.4834264478982,microwave
2025-10-25 11:39:50.519341,83.57525181378654,5.07473977289535,503.2950873557301,910.2510915258177,microwave
2025-10-25 11:40:50.519341,84.45561727547482,5.209738275097639,484.82826303328324,893.4610161167442,microwave
2025-10-25 11:41:50.519341,85.11092258970987,5.7942892022103045,507.50579167521767,900.2731337985144,microwave
2025-10-25 11:42:50.519341,83.8490064225777,6.334952252175703,495.83805595114745,899.5262929745556,microwave
2025-10-25 11:43:50.519341,85.37569801834567,5.69733576491149,488.6993066095964,884.1782323665387,microwave
2025-10-25 11:44:50.519341,84.39936131008119,4.902058468982408,495.49987142004187,890.5960108351564,microwave
2025-10-25 11:45:50.519341,84.70830625020672,5.72230133411007,512.5714921686257,894.3923909302014,microwave
2025-10-25 11:46:50.519341,84.39829338777061,6.098315743322826,494.6466491298378,879.6377949714406,microwave
2025-10-25 11:47:50.519341,86.85227818450893,5.1951085478403085,503.5845361820962,900.4749346825164,microwave
2025-10-25 11:48:50.519341,84.98650277526207,5.432991416663541,492.6904372428453,897.5092815534696,microwave
2025-10-25 11:49:50.519341,83.9422890710441,5.507344097364599,507.5792184992362,883.2710609868842,microwave
2025-10-25 11:50:50.519341,85.82254491210318,5.10755084345888,506.85507738790204,904.0421286527733,microwave
2025-10-25 11:51:50.519341,83.77915635002898,5.824140216921929,518.4860883329641,907.1587274469096,microwave
2025-10-25 11:52:50.519341,85.20886359500476,5.439525925696109,498.24436054500785,902.2703447886489,microwave
2025-10-25 11:53:50.519341,83.04032987612023,5.7097662219535135,506.6865480475791,896.7593182479103,microwave
2025-10-25 11:54:50.519341,83.67181395110157,5.05625391109895,500.9806753953894,905.9144215175186,microwave
2025-10-25 11:55:50.519341,85.19686123586912,5.281270849838295,512.9587178186301,906.8022036047669,microwave
2025-10-25 11:56:50.519341,85.7384665799954,5.861190678913886,492.8116761239127,903.0740356971969,microwave
2025-10-25 11:57:50.519341,85.17136828118997,5.313583423954117,507.4500531287728,891.7538774956524,microwave
2025-10-25 11:58:50.519341,84.88435171761176,6.363481925616703,498.0530270388332,902.7660076551118,microwave
2025-10-25 11:59:50.519341,84.69889630441071,5.300181907192699,499.35811822891503,911.9548065082548,microwave
2025-10-25 12:00:50.519341,83.52147800963257,5.612342362875943,500.91752484448375,894.0337094138827,microwave
2025-10-25 12:01:50.519341,84.2801557916053,5.966295415936545,502.5224039642668,920.9793933913243,microwave
