timestamp,temperature_C,CO_ppm,CO2_ppm,power_W
2025-10-25 11:30:53.693775,4.828532939613453,2.0557111598103734,395.7776336838006,118.7923102993385
2025-10-25 11:31:03.693775,3.7735491716749308,1.6523838857688944,399.93910649784124,120.9171058979481
2025-10-25 11:31:13.693775,4.618773244323127,2.45319958906151,419.77625324341926,125.24980781259488
2025-10-25 11:31:23.693775,3.28089688405444,1.4139224551707854,396.4241062766991,115.23988120345489
2025-10-25 11:31:33.693775,4.567980808649001,2.052845760988147,424.1879657128159,115.73145411021109
2025-10-25 11:31:43.693775,4.294700820602172,1.7796765823481515,400.5894092168848,115.88885384741145
2025-10-25 11:31:53.693775,4.239609394600658,1.929431948481357,358.39747308745376,109.40907333986507
2025-10-25 11:32:03.693775,4.095577136708879,1.841566838526522,382.45195281210334,121.62959077190598
2025-10-25 11:32:13.693775,3.4857905259371527,1.7446058016568737,378.1176434828275,127.70448457345132
2025-10-25 11:32:23.693775,5.208839605348648,2.2483517367479564,388.12737939508634,118.34193453824503
2025-10-25 11:32:33.693775,4.5753417285711855,1.9611974134557317,406.86226040229366,118.00687497482137
2025-10-25 11:32:43.693775,3.114752689095087,2.322900251169298,417.81379094186735,119.90502699947605
2025-10-25 11:32:53.693775,4.689410987840543,1.9069033552258823,411.3208246649321,118.56869647894403
2025-10-25 11:33:03.693775,5.0793035697353135,1.8143397396636318,379.7041816613146,121.59533157442374
2025-10-25 11:33:13.693775,3.4152355701777597,2.1096474206039106,416.84386850332265,118.0083443184186
2025-10-25 11:33:23.693775,3.99858159242675,1.8977057616869286,387.67606515328265,121.62032082632405
2025-10-25 11:33:33.693775,3.9801725821982035,2.0513592911163294,426.25905288779904,127.36384998601355
2025-10-25 11:33:43.693775,3.4846105663802946,2.253512377966444,398.5579862128799,124.87177882722128
2025-10-25 11:33:53.693775,4.428462609240318,2.163743159941698,411.33740420361795,123.08654812709725
2025-10-25 11:34:03.693775,3.9746672869050865,1.8951374358128499,388.5923609098891,114.42029754355814
2025-10-25 11:34:13.693775,4.918677547895302,1.9146639974771766,387.79341498053685,121.25195808174459
2025-10-25 11:34:23.693775,4.63752147945394,2.154649342294523,369.941424673272,118.10656395303316
2025-10-25 11:34:33.693775,4.51947478614384,2.263004604789952,426.98558199107623,122.54582265822356
2025-10-25 11:34:43.693775,3.8744403399683667,2.272799794440532,436.29448468307965,104.61997263228176
2025-10-25 11:34:53.693775,4.196203596165449,2.071119023163058,395.1673420495964,122.96690250313154
2025-10-25 11:35:03.693775,4.572747977808303,2.0898737112121175,400.07774921610985,117.31043920309276
2025-10-25 11:35:13.693775,4.638770751575966,2.0518154877619743,372.17992145055916,132.48729945752555
2025-10-25 11:35:23.693775,4.933865610386504,1.802270735120046,408.19066277920615,116.93504483330709
2025-10-25 11:35:33.693775,4.159283946794919,2.199810592428589,362.52664891837486,115.66168129210607
2025-10-25 11:35:43.693775,3.637498461168097,2.121362283054147,427.33432872897566,124.03360297463706
2025-10-25 11:35:53.693775,4.060165347347378,2.2222776182172104,375.00770263023514,121.3853900949499
2025-10-25 11:36:03.693775,4.039315633026452,1.8263671504706611,444.1211599226199,115.24570274311809
2025-10-25 11:36:13.693775,4.401208579699807,1.9215182716207844,409.79912581817524,108.32580175747532
2025-10-25 11:36:23.693775,3.9540956506209985,2.117145633359907,422.8342259299682,127.17156835696599
2025-10-25 11:36:33.693775,3.2025149315067796,2.178138584637261,408.03684805597646,120.82126131513381
2025-10-25 11:36:43.693775,3.8773328867914927,1.8817339049803967,380.7421232253439,108.25408315295363
2025-10-25 11:36:53.693775,3.4966860626252196,2.0827874332838787,409.8446718831382,121.27545869979986
2025-10-25 11:37:03.693775,3.7985745401854074,2.379127399291174,433.3989484035228,120.33144276026866
2025-10-25 11:37:13.693775,2.713515747268459,1.9066513359231623,391.37488210824523,111.8421014326365
2025-10-25 11:37:23.693775,3.9123515470819585,1.8369195412334938,391.7588499670883,125.02622883841505
2025-10-25 11:37:33.693775,3.787337801261162,1.5881743864337414,413.76283201941385,110.059247978588
2025-10-25 11:37:43.693775,4.90820212300341,1.9795934470626384,384.39507166164816,124.3181404119024
2025-10-25 11:37:53.693775,5.954771445830503,1.9200234643935588,407.1780101773425,127.77550318215958
2025-10-25 11:38:03.693775,4.218572511783712,2.4028270930288804,419.46927973416973,122.30005562227508
2025-10-25 11:38:13.693775,3.367217766251772,2.151319369468606,429.17733033524524,123.99627067847145
2025-10-25 11:38:23.693775,3.9634641757949076,2.0161457498750317,384.78490373658843,115.4028394823671
2025-10-25 11:38:33.693775,3.3999816715330704,2.1996483065212997,397.4086860571201,114.97283566047265
2025-10-25 11:38:43.693775,4.186172165709136,1.9733821095087578,441.1460628399862,127.01269547538737
2025-10-25 11:38:53.693775,4.062602136230159,2.084284036610607,403.40150751399796,120.83176573331991
2025-10-25 11:39:03.693775,3.8974287194705557,1.9095349385509577,418.46006592841786,116.05928438052214
