timestamp,temperature_C,CO_ppm,CO2_ppm,power_W
2025-10-26 20:12:15.676134,4.352119239456107,1.9620405874618794,423.19477649240565,120.75804887272798
2025-10-26 20:12:25.676134,3.4724601000323685,1.8311168970883527,392.5851820614873,119.73450621531772
2025-10-26 20:12:35.676134,2.948967309040199,2.408515421101921,403.50107208651656,115.63995444079251
2025-10-26 20:12:45.676134,3.5572529073683823,2.011109873120304,416.06734472018167,120.19305297841981
2025-10-26 20:12:55.676134,3.7727500884253113,2.052279646757542,388.2604316432122,108.30598078695232
2025-10-26 20:13:05.676134,3.255475487692017,1.9221367262712172,403.65622029756685,127.71935895097346
2025-10-26 20:13:15.676134,3.4242631273632345,2.0342878304381085,402.87848241217256,114.24676958942086
2025-10-26 20:13:25.676134,3.2218035931768525,1.9882586128445001,378.0447966550039,120.91787145976241
2025-10-26 20:13:35.676134,3.946311704925322,1.877411920732238,372.2771865788103,122.91926210132013
2025-10-26 20:13:45.676134,4.500382587833561,2.0421874138364817,424.25020775148073,123.67551397940221
2025-10-26 20:13:55.676134,3.7001438227551127,1.9099445136279825,359.75506287461974,121.24970362769812
2025-10-26 20:14:05.676134,4.239959436915598,1.6925123905819854,387.32508301723334,126.29829436311533
2025-10-26 20:14:15.676134,4.290672540547597,1.8958120925027226,440.17933218984103,117.0354697744768
2025-10-26 20:14:25.676134,4.666041826616876,1.764617992106443,411.55304936009884,118.59253239543582
2025-10-26 20:14:35.676134,4.083832422398784,1.96353876961523,410.4464779076724,116.66787824027716
2025-10-26 20:14:45.676134,4.723379936646448,2.0839953844410695,392.1744481139898,126.77239751045146
2025-10-26 20:14:55.676134,4.416091406886269,2.413749176336573,377.9550828542493,118.1712386600989
2025-10-26 20:15:05.676134,3.100548118829713,1.701439835343335,432.79811236669593,121.34153518173618
2025-10-26 20:15:15.676134,4.149207631266273,2.072864215308733,401.12449388583866,128.68716152714356
2025-10-26 20:15:25.676134,3.3806248029037467,2.28650632070062,423.8725366084482,111.00852699143114
2025-10-26 20:15:35.676134,4.489015739775864,1.8069638970345148,412.77779972254217,118.09203306502522
2025-10-26 20:15:45.676134,3.8959629411125682,1.8787369553389761,414.81038721949835,116.83279025852976
2025-10-26 20:15:55.676134,4.065388502765782,1.863197597361692,430.11463675492803,118.43967847960418
2025-10-26 20:16:05.676134,3.808844813752842,1.5983432390805783,393.0793926837468,115.05261872451547
2025-10-26 20:16:15.676134,4.137422578478329,2.1509743160205494,377.209119391589,119.50177213875303
2025-10-26 20:16:25.676134,4.2861320777938205,1.6924547212339374,410.97979590579683,106.23413348604899
2025-10-26 20:16:35.676134,2.923609320311485,2.2704384904151924,421.2220674985745,113.87728883713417
2025-10-26 20:16:45.676134,4.371266608633093,2.037940151875137,403.4341627065113,116.77196050141696
2025-10-26 20:16:55.676134,3.635386181749259,1.7478967026968413,403.5523397405471,125.08047271401605
2025-10-26 20:17:05.676134,4.182737256973541,1.9838944667755325,436.40418219930416,124.77709910135759
2025-10-26 20:17:15.676134,3.7559424567848105,1.8430518078917062,397.5835349775064,126.64089100251158
2025-10-26 20:17:25.676134,3.1838863408403917,2.1164802584676363,392.614494640769,123.42825494262391
2025-10-26 20:17:35.676134,4.266591946392263,1.685476552486248,385.80253467357994,121.90663579867312
2025-10-26 20:17:45.676134,4.900369921953769,2.209799393307219,406.3120363626972,122.15024373131227
2025-10-26 20:17:55.676134,4.335429327772092,1.8682115837801565,426.0470806846564,114.955881092562
2025-10-26 20:18:05.676134,3.972675384136938,1.7873423562721393,388.47107367463207,117.44875127899921
2025-10-26 20:18:15.676134,3.9001637142618,2.1603233727661992,394.21802735552984,121.08987296014921
2025-10-26 20:18:25.676134,3.8733208428849526,2.3149064722223645,398.925735973593,112.008582118257
2025-10-26 20:18:35.676134,3.833479728202407,2.0926721229179086,395.62220881651785,115.08858405495792
2025-10-26 20:18:45.676134,3.326194872102863,2.355268810350431,421.9125093824506,116.61402972362711
2025-10-26 20:18:55.676134,3.7893539788160835,1.9349619772214595,399.2402472507945,114.77775205433768
2025-10-26 20:19:05.676134,3.7939077814874262,1.9987801599720079,418.10688386932543,120.32017237503264
